label,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62
hello,0.3650263845920563,0.774985671043396,3.3105951047218696e-07,0.2683607339859009,0.8335391283035278,-0.025135256350040436,0.17160852253437042,0.8333607912063599,-0.031112810596823692,0.09897223114967346,0.7910377979278564,-0.03713464364409447,0.05006653815507889,0.7417207956314087,-0.042713697999715805,0.1598764806985855,0.6657534837722778,6.06519024586305e-05,0.07773585617542267,0.5945753455162048,-0.017120901495218277,0.030173957347869873,0.5551286339759827,-0.03391709551215172,-0.012223348021507263,0.5185750722885132,-0.04690536856651306,0.1925969421863556,0.5988787412643433,-0.0060734921135008335,0.11713021993637085,0.49927231669425964,-0.02044176682829857,0.06679157167673111,0.4466186761856079,-0.03902385011315346,0.021098598837852478,0.40365326404571533,-0.05331094563007355,0.23203089833259583,0.5529494881629944,-0.01815405860543251,0.17367565631866455,0.44569796323776245,-0.039141926914453506,0.12873363494873047,0.3872125446796417,-0.054993513971567154,0.08652283996343613,0.34046655893325806,-0.0648823156952858,0.2779812812805176,0.5226582884788513,-0.033002015203237534,0.23577702045440674,0.4311623275279999,-0.05275008827447891,0.2026570588350296,0.37954825162887573,-0.06018882244825363,0.16879993677139282,0.3365788459777832,-0.06452808529138565
hello,0.37914302945137024,0.7566659450531006,7.570593538730463e-07,0.2726954519748688,0.8057568669319153,-0.03595774248242378,0.17702418565750122,0.7893977761268616,-0.04741977900266647,0.10167345404624939,0.7389805316925049,-0.05690373480319977,0.0526190847158432,0.679050862789154,-0.06541220098733902,0.177658349275589,0.6010805368423462,-0.0039697131142020226,0.10381093621253967,0.5227563381195068,-0.022287296131253242,0.05621492862701416,0.4724908471107483,-0.04319264367222786,0.012211784720420837,0.42567551136016846,-0.05966763198375702,0.2133733481168747,0.5353575944900513,-0.004559073131531477,0.15003621578216553,0.4306519627571106,-0.021515032276511192,0.10040803253650665,0.36703670024871826,-0.04449329897761345,0.05243232846260071,0.312417209148407,-0.06172700598835945,0.2548840343952179,0.4937225580215454,-0.0117601053789258,0.20486679673194885,0.38414061069488525,-0.03460289165377617,0.1620618999004364,0.3173891603946686,-0.05516953021287918,0.12057799845933914,0.26159483194351196,-0.06850125640630722,0.30252301692962646,0.4727901220321655,-0.02232794091105461,0.266127347946167,0.3791384994983673,-0.04281328618526459,0.23729917407035828,0.3240990936756134,-0.05227014794945717,0.2057035267353058,0.2743808925151825,-0.05793342366814613
hello,0.36084410548210144,0.746036171913147,3.844648404083273e-07,0.25943368673324585,0.799170970916748,-0.028628293424844742,0.16186806559562683,0.7808791995048523,-0.03367037698626518,0.09083329886198044,0.7273985743522644,-0.038472358137369156,0.04529696702957153,0.6715420484542847,-0.042426928877830505,0.1703920066356659,0.6013787984848022,0.00886954553425312,0.09688817709684372,0.5235322117805481,-0.006299071945250034,0.04810892045497894,0.4778265655040741,-0.024419495835900307,0.004447385668754578,0.43483293056488037,-0.03898080065846443,0.20570123195648193,0.5407682657241821,0.006267293822020292,0.13995090126991272,0.4361395239830017,-0.007220628671348095,0.08878352493047714,0.37637943029403687,-0.027597278356552124,0.04268336296081543,0.327427476644516,-0.04313310608267784,0.24654291570186615,0.5017876029014587,-0.003227215027436614,0.1959957331418991,0.3918305039405823,-0.022724678739905357,0.15152837336063385,0.32531824707984924,-0.04166426509618759,0.11037229746580124,0.2706846296787262,-0.05389519780874252,0.2918831706047058,0.4776221811771393,-0.015973655506968498,0.25427868962287903,0.3868870139122009,-0.035449933260679245,0.22184714674949646,0.33227038383483887,-0.04584481567144394,0.1892976015806198,0.28361955285072327,-0.05228511989116669
hello,0.3297847509384155,0.7764946818351746,4.467590883905359e-07,0.23299022018909454,0.8357948064804077,-0.030815381556749344,0.13710139691829681,0.8310154676437378,-0.03922465816140175,0.0634002685546875,0.792816162109375,-0.046823736280202866,0.020140722393989563,0.7447434663772583,-0.05308179929852486,0.1339232623577118,0.6437663435935974,0.00938709732145071,0.060953572392463684,0.5762199759483337,-0.003263483289629221,0.015042707324028015,0.5351887345314026,-0.020324744284152985,-0.024649307131767273,0.49658089876174927,-0.034586984664201736,0.16779765486717224,0.5762614607810974,0.007613047957420349,0.10048824548721313,0.4791158139705658,-0.0041487617418169975,0.049763038754463196,0.42383623123168945,-0.024794787168502808,0.003944650292396545,0.3759334683418274,-0.04087298735976219,0.20848089456558228,0.5332551002502441,-0.0012502161553129554,0.15550634264945984,0.42777395248413086,-0.019067542627453804,0.11038804054260254,0.36380112171173096,-0.0395040363073349,0.06805479526519775,0.31010711193084717,-0.053444989025592804,0.2551436424255371,0.5073434710502625,-0.013403154909610748,0.21650207042694092,0.4198267459869385,-0.03084331937134266,0.1823815554380417,0.3688172996044159,-0.04120824113488197,0.14736518263816833,0.3233022093772888,-0.04836031794548035
hello,0.2884756922721863,0.8253905177116394,4.0066527162707644e-07,0.1928575485944748,0.89853835105896,-0.01963775046169758,0.098944291472435,0.903378963470459,-0.022132540121674538,0.034602031111717224,0.8789610266685486,-0.025993188843131065,-0.006640806794166565,0.8507049083709717,-0.0298259649425745,0.07725708186626434,0.7186983823776245,0.013547120615839958,0.0038301795721054077,0.6577327251434326,0.002653326140716672,-0.04172395169734955,0.6202389597892761,-0.012439100071787834,-0.07898320257663727,0.5903804898262024,-0.023526273667812347,0.10586567223072052,0.6469829678535461,0.007073213811963797,0.03358681499958038,0.556559681892395,-0.001853669760748744,-0.016124039888381958,0.5053560137748718,-0.01862032152712345,-0.05593055486679077,0.4661467969417572,-0.030857328325510025,0.1439254879951477,0.5957104563713074,-0.005446026101708412,0.08192241191864014,0.4978087842464447,-0.01856457255780697,0.03071470558643341,0.43836575746536255,-0.03673889860510826,-0.011935561895370483,0.3912140130996704,-0.04880865663290024,0.19156737625598907,0.5615047216415405,-0.02064123935997486,0.14572027325630188,0.47384965419769287,-0.0325019396841526,0.10653411597013474,0.4238237142562866,-0.040418364107608795,0.06933124363422394,0.3832688629627228,-0.04554731398820877
hello,0.2603304386138916,0.8513302206993103,3.879016503560706e-07,0.16568492352962494,0.92473304271698,-0.007728368975222111,0.06653651595115662,0.9279874563217163,0.005523802246898413,-0.004597365856170654,0.9054614305496216,0.014402225613594055,-0.05292905867099762,0.8820747137069702,0.024260852485895157,0.05674067139625549,0.7470228672027588,0.06216666102409363,-0.014199405908584595,0.6919224858283997,0.06981009989976883,-0.06122805178165436,0.656833291053772,0.0635254979133606,-0.09853504598140717,0.6275169849395752,0.05658977851271629,0.0823727399110794,0.6781498789787292,0.05440998449921608,0.012672141194343567,0.5926718711853027,0.06194018945097923,-0.03446999192237854,0.5443692803382874,0.049852222204208374,-0.07179002463817596,0.5064035654067993,0.04014222323894501,0.11616544425487518,0.6251640319824219,0.03898155316710472,0.058260317891836166,0.5331572890281677,0.03759440779685974,0.013522937893867493,0.4806146025657654,0.023581434041261673,-0.025341659784317017,0.43848344683647156,0.013765272684395313,0.1584436595439911,0.5853996276855469,0.02092038281261921,0.11500225216150284,0.5013423562049866,0.01748083531856537,0.07709836959838867,0.45536965131759644,0.013383099809288979,0.04006224125623703,0.41440078616142273,0.010148792527616024
hello,0.2244255244731903,0.8412564396858215,2.8190586931486905e-07,0.13553842902183533,0.9179959297180176,-0.006267314311116934,0.02799360454082489,0.9179784655570984,0.00999466236680746,-0.044716037809848785,0.8857038617134094,0.02176523767411709,-0.08354545384645462,0.8538597226142883,0.0352153554558754,0.014348551630973816,0.755653977394104,0.07054084539413452,-0.047852568328380585,0.7059648036956787,0.07929649949073792,-0.08933078497648239,0.6788156032562256,0.07153204828500748,-0.12212317436933517,0.660310685634613,0.06371253728866577,0.03737492859363556,0.6853851675987244,0.06481387466192245,-0.0246274396777153,0.617056131362915,0.07467087358236313,-0.06855357438325882,0.5811787247657776,0.0609041191637516,-0.10607527941465378,0.5546483993530273,0.049697984009981155,0.06799398362636566,0.6287930607795715,0.051294922828674316,0.012226313352584839,0.5525549650192261,0.05311213806271553,-0.03254305571317673,0.5118106007575989,0.03997864946722984,-0.07123062759637833,0.47749558091163635,0.03031439147889614,0.1064331978559494,0.579433262348175,0.03499508649110794,0.06038731709122658,0.5026960372924805,0.03458208590745926,0.02103821188211441,0.4613710939884186,0.03180120140314102,-0.016571469604969025,0.42345744371414185,0.029460852965712547
hello,0.21742478013038635,0.8329015374183655,2.740411559898348e-07,0.13227903842926025,0.9163963794708252,-0.0031694306526333094,0.029885848984122276,0.9180784821510315,0.017043257132172585,-0.04283939301967621,0.8841917514801025,0.03262042999267578,-0.08600964397192001,0.854947566986084,0.050239648669958115,0.010676447302103043,0.7682203054428101,0.08382873982191086,-0.05358424037694931,0.7237111330032349,0.09937972575426102,-0.0972994789481163,0.6958562135696411,0.09487675875425339,-0.1306288242340088,0.6757651567459106,0.08801756054162979,0.03174067288637161,0.6934027075767517,0.078278549015522,-0.03377057611942291,0.6294839382171631,0.09445787221193314,-0.07842550426721573,0.5932408571243286,0.08168197423219681,-0.11517017334699631,0.5674494504928589,0.07011035829782486,0.060029979795217514,0.6352994441986084,0.06492669135332108,0.0014446265995502472,0.5623795390129089,0.07047688215970993,-0.04494651407003403,0.5184051394462585,0.05801514536142349,-0.08224945515394211,0.48191389441490173,0.047804899513721466,0.1016189306974411,0.5807949304580688,0.04911390319466591,0.05372506380081177,0.5077509880065918,0.05133921280503273,0.014243841171264648,0.46841585636138916,0.04984694719314575,-0.02293940633535385,0.43517398834228516,0.047438379377126694
hello,0.2451120913028717,0.7449908256530762,3.4403146287331765e-07,0.15447372198104858,0.821878969669342,-0.013098716735839844,0.059264637529850006,0.8297260403633118,6.220088835107163e-05,-0.011869605630636215,0.8038473129272461,0.010081849060952663,-0.058546703308820724,0.7749903798103333,0.02248239330947399,0.038400739431381226,0.68376624584198,0.070611372590065,-0.02483503893017769,0.6419742703437805,0.07932249456644058,-0.06623217463493347,0.6132571697235107,0.0714312419295311,-0.09994609653949738,0.5876970291137695,0.06261762976646423,0.05817806348204613,0.6129153966903687,0.06697319447994232,-0.006361912935972214,0.5489370822906494,0.07588928192853928,-0.05014175549149513,0.5117238759994507,0.061285339295864105,-0.08969548344612122,0.4791192412376404,0.048936039209365845,0.08590894937515259,0.5604039430618286,0.05462389066815376,0.02899434044957161,0.48705387115478516,0.05060139670968056,-0.017349082976579666,0.44246020913124084,0.034767646342515945,-0.05626331642270088,0.4033338725566864,0.023699387907981873,0.12581808865070343,0.5128591060638428,0.039379414170980453,0.08169136941432953,0.43893107771873474,0.03451143577694893,0.0484798401594162,0.39451196789741516,0.030207114294171333,0.014446109533309937,0.3529839515686035,0.026466453447937965
hello,0.2833620607852936,0.697624683380127,2.5545321591380343e-07,0.18974685668945312,0.778807520866394,-0.007191184908151627,0.10087959468364716,0.7855321168899536,0.0068994793109595776,0.029316283762454987,0.7612988352775574,0.017515039071440697,-0.019170865416526794,0.7383525371551514,0.029880832880735397,0.08955379575490952,0.6493098735809326,0.06879186630249023,0.019469812512397766,0.608064591884613,0.07995278388261795,-0.025204181671142578,0.5814114212989807,0.07498110085725784,-0.06286691129207611,0.5578857064247131,0.06823381781578064,0.10783180594444275,0.5795486569404602,0.06422603130340576,0.039345864206552505,0.516743540763855,0.07579280436038971,-0.0071939826011657715,0.4807629883289337,0.06255189329385757,-0.05001389980316162,0.45027077198028564,0.05075683072209358,0.1323225498199463,0.5272283554077148,0.052557796239852905,0.07290990650653839,0.4575195908546448,0.055246561765670776,0.025625959038734436,0.41615262627601624,0.041472967714071274,-0.016481250524520874,0.37981629371643066,0.03028668276965618,0.16676849126815796,0.4812833070755005,0.03853054717183113,0.12212882936000824,0.415422648191452,0.040661267936229706,0.08561288565397263,0.37904179096221924,0.03886030241847038,0.049706604331731796,0.3469800055027008,0.035892508924007416
